Ticket ID,Customer Name,text,emotion,Technical Details
TKT02254,Customer2254,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 477 Mbps down / 62 Mbps up, Router: TP-Link Archer"
TKT02255,Customer2255,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 71 Mbps down / 49 Mbps up, Router: Netgear Nighthawk"
TKT02256,Customer2256,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 78 Mbps down / 76 Mbps up, Router: TP-Link Archer"
TKT02257,Customer2257,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 149 Mbps down / 20 Mbps up, Router: Linksys Velop"
TKT02258,Customer2258,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 428 Mbps down / 1 Mbps up, Router: Google Nest WiFi"
TKT02259,Customer2259,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 399 Mbps down / 38 Mbps up, Router: Linksys Velop"
TKT02260,Customer2260,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Cable, Speed Test: 411 Mbps down / 64 Mbps up, Router: Linksys Velop"
TKT02261,Customer2261,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 284 Mbps down / 60 Mbps up, Router: Netgear Nighthawk"
TKT02262,Customer2262,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: DSL, Speed Test: 451 Mbps down / 92 Mbps up, Router: Google Nest WiFi"
TKT02263,Customer2263,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Cable, Speed Test: 277 Mbps down / 71 Mbps up, Router: Netgear Nighthawk"
TKT02264,Customer2264,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Satellite, Speed Test: 406 Mbps down / 27 Mbps up, Router: Linksys Velop"
TKT02265,Customer2265,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Satellite, Speed Test: 118 Mbps down / 36 Mbps up, Router: Netgear Nighthawk"
TKT02266,Customer2266,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Fiber, Speed Test: 463 Mbps down / 66 Mbps up, Router: Google Nest WiFi"
TKT02267,Customer2267,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 325 Mbps down / 71 Mbps up, Router: Linksys Velop"
TKT02268,Customer2268,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 69 Mbps down / 62 Mbps up, Router: Netgear Nighthawk"
TKT02269,Customer2269,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 214 Mbps down / 27 Mbps up, Router: TP-Link Archer"
TKT02270,Customer2270,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 155 Mbps down / 25 Mbps up, Router: TP-Link Archer"
TKT02271,Customer2271,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: DSL, Speed Test: 340 Mbps down / 12 Mbps up, Router: Linksys Velop"
TKT02272,Customer2272,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 55 Mbps down / 46 Mbps up, Router: Linksys Velop"
TKT02273,Customer2273,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: DSL, Speed Test: 126 Mbps down / 54 Mbps up, Router: Google Nest WiFi"
TKT02274,Customer2274,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 296 Mbps down / 48 Mbps up, Router: Linksys Velop"
TKT02275,Customer2275,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 431 Mbps down / 55 Mbps up, Router: TP-Link Archer"
TKT02276,Customer2276,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 47 Mbps down / 68 Mbps up, Router: ISP Provided Modem"
TKT02277,Customer2277,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 26 Mbps down / 14 Mbps up, Router: Google Nest WiFi"
TKT02278,Customer2278,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: DSL, Speed Test: 286 Mbps down / 83 Mbps up, Router: Google Nest WiFi"
TKT02279,Customer2279,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 195 Mbps down / 4 Mbps up, Router: Netgear Nighthawk"
TKT02280,Customer2280,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 327 Mbps down / 4 Mbps up, Router: Google Nest WiFi"
TKT02281,Customer2281,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: DSL, Speed Test: 177 Mbps down / 8 Mbps up, Router: TP-Link Archer"
TKT02282,Customer2282,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 247 Mbps down / 15 Mbps up, Router: Google Nest WiFi"
TKT02283,Customer2283,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 273 Mbps down / 9 Mbps up, Router: TP-Link Archer"
TKT02284,Customer2284,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 77 Mbps down / 77 Mbps up, Router: TP-Link Archer"
TKT02285,Customer2285,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: DSL, Speed Test: 252 Mbps down / 87 Mbps up, Router: TP-Link Archer"
TKT02286,Customer2286,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 134 Mbps down / 28 Mbps up, Router: Linksys Velop"
TKT02287,Customer2287,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 168 Mbps down / 66 Mbps up, Router: ISP Provided Modem"
TKT02288,Customer2288,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Fiber, Speed Test: 418 Mbps down / 74 Mbps up, Router: ISP Provided Modem"
TKT02289,Customer2289,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 411 Mbps down / 96 Mbps up, Router: TP-Link Archer"
TKT02290,Customer2290,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 117 Mbps down / 53 Mbps up, Router: Linksys Velop"
TKT02291,Customer2291,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 248 Mbps down / 62 Mbps up, Router: Netgear Nighthawk"
TKT02292,Customer2292,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 3 Mbps down / 27 Mbps up, Router: TP-Link Archer"
TKT02293,Customer2293,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Cable, Speed Test: 333 Mbps down / 79 Mbps up, Router: Google Nest WiFi"
TKT02294,Customer2294,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 268 Mbps down / 89 Mbps up, Router: Google Nest WiFi"
TKT02295,Customer2295,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 422 Mbps down / 68 Mbps up, Router: TP-Link Archer"
TKT02296,Customer2296,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Cable, Speed Test: 305 Mbps down / 80 Mbps up, Router: Google Nest WiFi"
TKT02297,Customer2297,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 256 Mbps down / 56 Mbps up, Router: ISP Provided Modem"
TKT02298,Customer2298,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 382 Mbps down / 57 Mbps up, Router: TP-Link Archer"
TKT02299,Customer2299,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 330 Mbps down / 28 Mbps up, Router: Netgear Nighthawk"
TKT02300,Customer2300,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: DSL, Speed Test: 389 Mbps down / 50 Mbps up, Router: Netgear Nighthawk"
TKT02301,Customer2301,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 115 Mbps down / 83 Mbps up, Router: Google Nest WiFi"
TKT02302,Customer2302,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 328 Mbps down / 31 Mbps up, Router: Netgear Nighthawk"
TKT02303,Customer2303,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 433 Mbps down / 100 Mbps up, Router: Google Nest WiFi"
TKT02304,Customer2304,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 266 Mbps down / 12 Mbps up, Router: ISP Provided Modem"
TKT02305,Customer2305,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 13 Mbps down / 54 Mbps up, Router: Google Nest WiFi"
TKT02306,Customer2306,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 289 Mbps down / 92 Mbps up, Router: Linksys Velop"
TKT02307,Customer2307,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 285 Mbps down / 91 Mbps up, Router: Netgear Nighthawk"
TKT02308,Customer2308,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: DSL, Speed Test: 454 Mbps down / 92 Mbps up, Router: TP-Link Archer"
TKT02309,Customer2309,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Cable, Speed Test: 2 Mbps down / 71 Mbps up, Router: ISP Provided Modem"
TKT02310,Customer2310,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 244 Mbps down / 56 Mbps up, Router: ISP Provided Modem"
TKT02311,Customer2311,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: DSL, Speed Test: 48 Mbps down / 7 Mbps up, Router: Netgear Nighthawk"
TKT02312,Customer2312,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: DSL, Speed Test: 192 Mbps down / 9 Mbps up, Router: ISP Provided Modem"
TKT02313,Customer2313,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Cable, Speed Test: 381 Mbps down / 93 Mbps up, Router: Netgear Nighthawk"
TKT02314,Customer2314,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 249 Mbps down / 44 Mbps up, Router: TP-Link Archer"
TKT02315,Customer2315,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Satellite, Speed Test: 338 Mbps down / 12 Mbps up, Router: Linksys Velop"
TKT02316,Customer2316,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 425 Mbps down / 67 Mbps up, Router: Google Nest WiFi"
TKT02317,Customer2317,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 405 Mbps down / 14 Mbps up, Router: Linksys Velop"
TKT02318,Customer2318,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 54 Mbps down / 65 Mbps up, Router: Netgear Nighthawk"
TKT02319,Customer2319,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 24 Mbps down / 1 Mbps up, Router: TP-Link Archer"
TKT02320,Customer2320,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 81 Mbps down / 15 Mbps up, Router: ISP Provided Modem"
TKT02321,Customer2321,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Cable, Speed Test: 459 Mbps down / 92 Mbps up, Router: Linksys Velop"
TKT02322,Customer2322,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Cable, Speed Test: 249 Mbps down / 6 Mbps up, Router: Google Nest WiFi"
TKT02323,Customer2323,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 475 Mbps down / 82 Mbps up, Router: TP-Link Archer"
TKT02324,Customer2324,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 409 Mbps down / 71 Mbps up, Router: TP-Link Archer"
TKT02325,Customer2325,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Satellite, Speed Test: 307 Mbps down / 2 Mbps up, Router: Netgear Nighthawk"
TKT02326,Customer2326,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Satellite, Speed Test: 60 Mbps down / 83 Mbps up, Router: TP-Link Archer"
TKT02327,Customer2327,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 338 Mbps down / 13 Mbps up, Router: TP-Link Archer"
TKT02328,Customer2328,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 420 Mbps down / 70 Mbps up, Router: Linksys Velop"
TKT02329,Customer2329,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 454 Mbps down / 76 Mbps up, Router: ISP Provided Modem"
TKT02330,Customer2330,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 383 Mbps down / 29 Mbps up, Router: Netgear Nighthawk"
TKT02331,Customer2331,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Fiber, Speed Test: 53 Mbps down / 19 Mbps up, Router: TP-Link Archer"
TKT02332,Customer2332,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 198 Mbps down / 25 Mbps up, Router: Netgear Nighthawk"
TKT02333,Customer2333,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 440 Mbps down / 4 Mbps up, Router: Linksys Velop"
TKT02334,Customer2334,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Satellite, Speed Test: 106 Mbps down / 3 Mbps up, Router: ISP Provided Modem"
TKT02335,Customer2335,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 58 Mbps down / 44 Mbps up, Router: TP-Link Archer"
TKT02336,Customer2336,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Cable, Speed Test: 301 Mbps down / 22 Mbps up, Router: TP-Link Archer"
TKT02337,Customer2337,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 247 Mbps down / 72 Mbps up, Router: ISP Provided Modem"
TKT02338,Customer2338,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Cable, Speed Test: 431 Mbps down / 80 Mbps up, Router: TP-Link Archer"
TKT02339,Customer2339,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: DSL, Speed Test: 97 Mbps down / 15 Mbps up, Router: Netgear Nighthawk"
TKT02340,Customer2340,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 19 Mbps down / 40 Mbps up, Router: Netgear Nighthawk"
TKT02341,Customer2341,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: DSL, Speed Test: 367 Mbps down / 47 Mbps up, Router: Linksys Velop"
TKT02342,Customer2342,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Fiber, Speed Test: 2 Mbps down / 13 Mbps up, Router: TP-Link Archer"
TKT02343,Customer2343,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Satellite, Speed Test: 448 Mbps down / 34 Mbps up, Router: TP-Link Archer"
TKT02344,Customer2344,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 329 Mbps down / 27 Mbps up, Router: Linksys Velop"
TKT02345,Customer2345,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 346 Mbps down / 30 Mbps up, Router: Google Nest WiFi"
TKT02346,Customer2346,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 434 Mbps down / 55 Mbps up, Router: TP-Link Archer"
TKT02347,Customer2347,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 228 Mbps down / 65 Mbps up, Router: Google Nest WiFi"
TKT02348,Customer2348,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Fiber, Speed Test: 234 Mbps down / 78 Mbps up, Router: Linksys Velop"
TKT02349,Customer2349,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 416 Mbps down / 56 Mbps up, Router: Linksys Velop"
TKT02350,Customer2350,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 153 Mbps down / 15 Mbps up, Router: Netgear Nighthawk"
TKT02351,Customer2351,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 38 Mbps down / 79 Mbps up, Router: Linksys Velop"
TKT02352,Customer2352,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Satellite, Speed Test: 358 Mbps down / 30 Mbps up, Router: ISP Provided Modem"
TKT02353,Customer2353,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 423 Mbps down / 28 Mbps up, Router: TP-Link Archer"
TKT02354,Customer2354,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Satellite, Speed Test: 353 Mbps down / 65 Mbps up, Router: Netgear Nighthawk"
TKT02355,Customer2355,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 25 Mbps down / 29 Mbps up, Router: Linksys Velop"
TKT02356,Customer2356,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 234 Mbps down / 23 Mbps up, Router: Linksys Velop"
TKT02357,Customer2357,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 123 Mbps down / 73 Mbps up, Router: Netgear Nighthawk"
TKT02358,Customer2358,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 38 Mbps down / 75 Mbps up, Router: ISP Provided Modem"
TKT02359,Customer2359,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 399 Mbps down / 29 Mbps up, Router: Netgear Nighthawk"
TKT02360,Customer2360,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 317 Mbps down / 37 Mbps up, Router: Netgear Nighthawk"
TKT02361,Customer2361,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 245 Mbps down / 3 Mbps up, Router: Netgear Nighthawk"
TKT02362,Customer2362,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 490 Mbps down / 83 Mbps up, Router: Netgear Nighthawk"
TKT02363,Customer2363,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 242 Mbps down / 74 Mbps up, Router: Linksys Velop"
TKT02364,Customer2364,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 494 Mbps down / 35 Mbps up, Router: TP-Link Archer"
TKT02365,Customer2365,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 112 Mbps down / 88 Mbps up, Router: TP-Link Archer"
TKT02366,Customer2366,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 51 Mbps down / 8 Mbps up, Router: Google Nest WiFi"
TKT02367,Customer2367,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 73 Mbps down / 79 Mbps up, Router: Google Nest WiFi"
TKT02368,Customer2368,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 495 Mbps down / 32 Mbps up, Router: Netgear Nighthawk"
